time,shipX,shipY,cameraX,cameraY,deltaCameraX,deltaCameraY
1.5885,350,700,480,677,0,0
1.7009000000953673,350,700,480,677,0,0
1.7277000000476836,350,700,480,677,0,0
1.7438000000715255,350,700,480,677,0,0
1.7596000000238419,350,700,480,677,0,0
1.7764000000953675,350,700,480,677,0,0
1.7925,350,700,480,677,0,0
1.8089000000953674,350,700,480,677,0,0
1.825600000023842,350,700,480,677,0,0
1.8421000000238419,350,700,480,677,0,0
1.8592000000476838,350,700,480,677,0,0
1.8753000000715256,350,700,480,677,0,0
1.8918000000715256,350,700,480,677,0,0
1.9088000000715255,350,700,480,677,0,0
1.9276000000238418,350,700,480,677,0,0
1.9424000000953674,350,700,480,677,0,0
1.9588000000715255,350,700,480,677,0,0
1.9755,350,700,480,677,0,0
1.9918000000715255,350,700,480,677,0,0
2.0085,350,700,480,677,0,0
2.0254000000953676,350,700,480,677,0,0
2.0418000000715257,350,700,480,677,0,0
2.0588000000715256,350,700,480,677,0,0
2.075200000047684,350,700,480,677,0,0
2.0918000000715256,350,700,480,677,0,0
2.109100000023842,350,700,480,677,0,0
2.1259000000953674,350,700,480,677,0,0
2.1422000000476835,350,700,480,677,0,0
2.1594000000953675,350,700,480,677,0,0
2.175,350,700,480,677,0,0
2.192,350,700,480,677,0,0
2.2083000000715254,350,700,480,677,0,0
2.2251000000238417,350,700,480,677,0,0
2.242,350,700,480,677,0,0
2.258700000047684,350,700,480,677,0,0
2.2753000000715256,350,700,480,677,0,0
2.292,350,700,480,677,0,0
2.308200000047684,350,700,480,677,0,0
2.3249000000953672,350,700,480,677,0,0
2.3417000000476835,350,700,480,677,0,0
2.358700000047684,350,700,480,677,0,0
2.3753000000715256,350,700,480,677,0,0
2.394600000023842,350,700,480,677,0,0
2.4088000000715257,350,700,480,677,0,0
2.425,350,700,480,677,0,0
2.4418000000715256,350,700,480,677,0,0
2.459,350,700,480,677,0,0
2.476100000023842,350,700,480,677,0,0
2.492100000023842,350,700,480,677,0,0
2.509100000023842,350,700,480,677,0,0
2.5257000000476837,350,700,480,677,0,0
2.542200000047684,350,700,480,677,0,0
2.5594000000953674,350,700,480,677,0,0
2.5757000000476835,350.13056863910236,700,480,677,0,0
2.5925,350.3886576326708,700,480,677,0,0
2.609,350.76528927766975,700,480,677,0,0
2.6262000000476835,351.27914209776634,700,480,677,0,0
2.642,351.88098690243976,700,480,677,0,0
2.6593000000715254,352.6022142403605,700,480,677,0,0
2.675600000023842,353.41077010934714,700,480,677,0,0
2.692,354.3337959543438,700,480,677,0,0
2.7085,355.35238411584464,700,480,677,0,0
2.7253000000715257,356.46258763294327,700,480,677,0,0
2.7418000000715255,357.64529027570546,700,480,677,0,0
2.7589000000953674,358.942882895099,700,480,677,0,0
2.7759000000953673,360.3230911345839,700,480,677,0,0
2.7919000000953673,361.7280926700057,700,480,677,0,0
2.808900000095367,363.2418042443529,700,480,677,0,0
2.8263000000715257,364.8761898467219,700,480,677,0,0
2.8422000000476837,366.4592636578574,700,480,677,0,0
2.8592000000476836,368.21968064229867,700,480,677,0,0
2.8758000000715254,369.99057643334805,700,480,677,0,0
2.892,371.79816974216993,700,480,677,0,0
2.9093000000715254,373.7315712907235,700,480,677,0,0
2.926,375.6380793490582,700,480,677,0,0
2.9418000000715256,377.64438258458875,700,480,677,0,0
2.9584000000953674,379.688908593958,700,480,677,0,0
2.9759000000953675,381.87179841399734,700,480,677,0,0
2.9926000000238417,383.95990125578305,700,480,677,0,0
3.0095,386.1974532156161,700,480,677,0,0
3.026100000023842,388.3974700641551,700,480,677,0,0
