time,shipX,shipY,cameraX,cameraY,deltaCameraX,deltaCameraY
6.7045,350.0000,421.2047,480.0000,332.0628,0.0000,3.0046
6.7214,350.0000,424.4537,480.0000,335.2567,0.0000,3.1939
6.7379,350.0000,427.6077,480.0000,338.3585,0.0000,3.1018
6.7544,350.0000,430.7047,480.0000,341.4076,0.0000,3.0491
6.7716,350.0000,433.8777,480.0000,344.5433,0.0000,3.1357
6.7877,350.0000,437.0697,480.0000,347.7043,0.0000,3.1610
6.8051,350.0000,440.2427,480.0000,350.8495,0.0000,3.1452
6.8215,350.0000,443.4727,480.0000,354.0591,0.0000,3.2096
6.8375,350.0000,446.5317,480.0000,357.0905,0.0000,3.0314
6.8551,350.0000,449.7237,480.0000,360.2665,0.0000,3.1760
6.8712,350.0000,452.9537,480.0000,363.4851,0.0000,3.2187
6.8876,350.0000,456.0507,480.0000,366.5641,0.0000,3.0790
6.9043,350.0000,459.2237,480.0000,369.7263,0.0000,3.1622
6.9209,350.0000,462.3777,480.0000,372.8697,0.0000,3.1435
6.9376,350.0000,465.5507,480.0000,376.0349,0.0000,3.1651
6.9547,350.0000,468.7237,480.0000,379.2011,0.0000,3.1662
6.9712,350.0000,471.8967,480.0000,382.3683,0.0000,3.1672
6.9874,350.0000,475.0317,480.0000,385.4959,0.0000,3.1276
7.0044,350.0000,478.2047,480.0000,388.6649,0.0000,3.1690
7.0208,350.0000,481.3777,480.0000,391.8345,0.0000,3.1696
7.0379,350.0000,484.6077,480.0000,395.0653,0.0000,3.2309
7.0542,350.0000,487.7047,480.0000,398.1544,0.0000,3.0891
7.0717,350.0000,490.9917,480.0000,401.4472,0.0000,3.2928
7.0880,350.0000,494.0697,480.0000,404.5164,0.0000,3.0692
7.1045,350.0000,497.2047,480.0000,407.6474,0.0000,3.1310
7.1210,350.0000,500.3967,480.0000,410.8397,0.0000,3.1923
7.1379,350.0000,503.5507,480.0000,413.9914,0.0000,3.1517
7.1541,350.0000,506.7047,480.0000,417.1435,0.0000,3.1521
7.1706,350.0000,509.8777,480.0000,420.3160,0.0000,3.1726
7.1873,350.0000,513.0317,480.0000,423.4684,0.0000,3.1524
7.2040,350.0000,516.1857,480.0000,426.6210,0.0000,3.1526
7.2207,350.0000,519.3777,480.0000,429.8143,0.0000,3.1933
7.2376,350.0000,522.5507,480.0000,432.9872,0.0000,3.1729
7.2543,350.0000,525.7047,480.0000,436.1398,0.0000,3.1526
7.2712,350.0000,528.8967,480.0000,439.3332,0.0000,3.1933
7.2881,350.0000,532.1077,480.0000,442.5466,0.0000,3.2134
7.3050,350.0000,535.2427,480.0000,445.6787,0.0000,3.1321
7.3211,350.0000,538.4157,480.0000,448.8516,0.0000,3.1730
7.3380,350.0000,541.6267,480.0000,452.0652,0.0000,3.2135
7.3544,350.0000,544.7237,480.0000,455.1569,0.0000,3.0917
7.3712,350.0000,547.9347,480.0000,458.3708,0.0000,3.2139
7.3877,350.0000,551.0507,480.0000,461.4830,0.0000,3.1122
7.4040,350.0000,554.2047,480.0000,464.6362,0.0000,3.1532
7.4211,350.0000,557.3777,480.0000,467.8098,0.0000,3.1736
7.4376,350.0000,560.5507,480.0000,470.9833,0.0000,3.1735
7.4549,350.0000,563.7997,480.0000,474.2379,0.0000,3.2546
7.4710,350.0000,566.8967,480.0000,477.3296,0.0000,3.0917
7.4878,350.0000,570.0317,480.0000,480.4625,0.0000,3.1329
7.5043,350.0000,573.2047,480.0000,483.6362,0.0000,3.1737
7.5210,350.0000,576.3967,480.0000,486.8301,0.0000,3.1939
7.5383,350.0000,579.6837,480.0000,490.1252,0.0000,3.2951
7.5548,350.0000,582.7807,480.0000,493.2165,0.0000,3.0913
7.5711,350.0000,585.8777,480.0000,496.3085,0.0000,3.0921
7.5880,350.0000,589.0887,480.0000,499.5228,0.0000,3.2142
7.6047,350.0000,592.2807,480.0000,502.7163,0.0000,3.1935
7.6213,350.0000,595.4157,480.0000,505.8488,0.0000,3.1325
7.6385,350.0000,598.6647,480.0000,509.1033,0.0000,3.2545
