time,shipX,shipY,cameraX,cameraY,deltaCameraX,deltaCameraY
684,350,700,480,677,0,0
745.8999999761581,350,700,480,677,0,0
754.3999999761581,350,700,480,677,0,0
770.5999999046326,350,700,480,677,0,0
787.3999999761581,350,700,480,677,0,0
804.5,350,700,480,677,0,0
821.8999999761581,350,700,480,677,0,0
837.7999999523163,350,700,480,677,0,0
854.3999999761581,350,700,480,677,0,0
871,350,700,480,677,0,0
887.6999999284744,350,700,480,677,0,0
904.5999999046326,350,700,480,677,0,0
920.5999999046326,350,700,480,677,0,0
938.3999999761581,350,700,480,677,0,0
953.8999999761581,350,700,480,677,0,0
970.5,350,700,480,677,0,0
987.3999999761581,350,700,480,677,0,0
1005,350,700,480,677,0,0
1021.0999999046326,350,700,480,677,0,0
1037.7999999523163,350,700,480,677,0,0
1053.7999999523163,350,700,480,677,0,0
1070.7999999523163,350,700,480,677,0,0
1087,350,700,480,677,0,0
1104,350,700,480,677,0,0
1120.7999999523163,350,700,480,677,0,0
1138.1999999284744,350,700,480,677,0,0
1154.5,350,700,480,677,0,0
1170.8999999761581,350,700,480,677,0,0
1187.3999999761581,350,700,480,677,0,0
1204,350,700,480,677,0,0
1220.3999999761581,350,700,480,677,0,0
1237.5999999046326,350,700,480,677,0,0
1254.1999999284744,350,700,480,677,0,0
1271.1999999284744,350,700,480,677,0,0
1287,350,700,480,677,0,0
1303.7999999523163,350,700,480,677,0,0
1320.5,350,700,480,677,0,0
1337.0999999046326,350,700,480,677,0,0
1353.8999999761581,350,700,480,677,0,0
1370.6999999284744,350,700,480,677,0,0
1387.2999999523163,350,700,480,677,0,0
1404.1999999284744,350,700,480,677,0,0
1420.2999999523163,350.15808376294643,700,480,677,0,0
1437,350.47912751654906,700,480,677,0,0
1453.7999999523163,350.94897779202347,700,480,677,0,0
1470.3999999761581,351.5679057179512,700,480,677,0,0
1487.0999999046326,352.32704049744575,700,480,677,0,0
1503.8999999761581,353.2144780590026,700,480,677,0,0
1521,354.26363408641794,700,480,677,0,0
1537.6999999284744,355.41169944884524,700,480,677,0,0
1554.3999999761581,356.6616200356396,700,480,677,0,0
1570.8999999761581,358.04911383556225,700,480,677,0,0
1587.7999999523163,359.55622140548536,700,480,677,0,0
1604.2999999523163,361.09917507603757,700,480,677,0,0
1620.5,362.7791400712432,700,480,677,0,0
1637.1999999284744,364.5764302231806,700,480,677,0,0
1654.0999999046326,366.47854746694117,700,480,677,0,0
1670.3999999761581,368.38496906898484,700,480,677,0,0
1687,370.43483076724243,700,480,677,0,0
1704.1999999284744,372.6054651023557,700,480,677,0,0
1720.5,374.76085997736965,700,480,677,0,0
1737.3999999761581,377.0577984392574,700,480,677,0,0
1754.2999999523163,379.41253019912506,700,480,677,0,0
1771.0999999046326,381.8953735974071,700,480,677,0,0
1787.0999999046326,384.309429731813,700,480,677,0,0
1803.6999999284744,386.8297338281091,700,480,677,0,0
1820.2999999523163,389.44100060716255,700,480,677,0,0
1837.0999999046326,392.11018569914205,700,480,677,0,0
1854,394.8182785107064,700,480,677,0,0
1870.1999999284744,397.59593049086055,700,480,677,0,0
1887.1999999284744,400.4246286620819,700,480,677,0,0
1903.7999999523163,403.30226468995653,700,480,677,0,0
1920.3999999761581,406.20905241983047,700,480,677,0,0
1937,409.17834024493476,700,480,677,0,0
1953.7999999523163,412.19075922497154,700,480,677,0,0
1970.5999999046326,415.24452793616825,700,480,677,0,0
1987.0999999046326,418.3192049056565,700,480,677,0,0
2003.6999999284744,421.4504173364091,700,480,677,0,0
2020.2999999523163,424.5989134684964,700,480,677,0,0
2037.6999999284744,427.8981456437159,700,480,677,0,0
2053.899999976158,431.0958242248509,700,480,677,0,0
2070.399999976158,434.2854167992387,700,480,677,0,0
2087,437.5840807693165,700,480,677,0,0
2103.5999999046326,440.91227184185874,700,480,677,0,0
2120.399999976158,444.2485275297909,700,480,677,0,0
2137.5,447.63202552051894,700,480,677,0,0
2153.899999976158,451.06209518029124,700,480,677,0,0
2170.399999976158,454.47599977488346,700,480,677,0,0
2187.2999999523163,457.9135605461004,700,480,677,0,0
2203.6999999284744,461.37380616397394,700,480,677,0,0
2220.5,464.8979739721735,700,480,677,0,0
2237.899999976158,468.52828559696707,700,480,677,0,0
2254.1999999284744,471.9666409963241,700,480,677,0,0
2271.1999999284744,475.61623122315103,700,480,677,0,0
2287.6999999284744,479.15592849724055,700,480,677,0,0
2303.7999999523163,482.6914065050469,700,480,677,0,0
2320.5999999046326,486.2868940934429,700,480,677,0,0
2337.399999976158,489.96408047519645,700,480,677,0,0
2354,493.59151733586594,700,480,677,0,0
2370.6999999284744,497.21183423606664,700,480,677,0,0
2387.5,500.9346467887727,700,480,677,0,0
2404.2999999523163,504.5828891337505,700,480,677,0,0
2420.5,508.2663683676655,700,480,677,0,0
2437.899999976158,512.051713460717,700,480,677,0,0
2454.6999999284744,515.7824433245406,700,480,677,0,0
2471.1999999284744,519.502397996153,700,480,677,0,0
2486.899999976158,523.1658813456424,700,480,677,0,0
2504.7999999523163,527.0880891318801,700,480,677,0,0
2520.6999999284744,530.7043066279041,700,480,677,0,0
2536.899999976158,534.4659133129536,700,480,677,0,0
2554.1999999284744,538.3506576727102,700,480,677,0,0
2570.1999999284744,542.0395849637972,700,480,677,0,0
2587.2999999523163,545.873927060065,700,480,677,0,0
2603.6999999284744,549.6708893858131,700,480,677,0,0
2620.899999976158,553.56756763547,700,480,677,0,0
2637.7999999523163,557.4491316635351,700,480,677,0,0
2654.2999999523163,561.2230076808988,700,480,677,0,0
2671.0999999046326,565.0960402699883,700,480,677,0,0
2688.1999999284744,568.975888258359,700,480,677,0,0
2704.2999999523163,572.769668298307,700,480,677,0,0
2721.1999999284744,576.6622433010278,700,480,677,0,0
2737.5999999046326,580.560821821411,700,480,677,0,0
2753.7999999523163,584.3023860873049,700,480,677,0,0
2771.0999999046326,588.2354290642244,700,480,677,0,0
2787.5,592.1271752478651,700,480.2968477254034,677,0.29684772540338145,0
2803.7999999523163,595.977267643457,700,481.08074563336334,677,0.783897907959954,0
2820.5,599.8554820053223,700,482.29846356787897,677,1.2177179345156333,0
2837.7999999523163,603.7616843978083,700,483.89815829569994,677,1.5996947278209745,0
2853.5999999046326,607.6488990512404,700,485.80642344705046,677,1.9082651513505198,0
2871.399999976158,611.7279004751108,700,488.1143050876425,677,2.3078816405920293,0
2887.2999999523163,615.4825857130971,700,490.4436043146619,677,2.329299227019419,0
2904.2999999523163,619.4054460675812,700,493.08973307131333,677,2.6461287566514216,0
2921,623.4025920493067,700,495.9715240253272,677,2.8817909540138658,0
2937.1999999284744,627.2386532388105,700,498.87335991023264,677,2.901835884905438,0
2953.7999999523163,631.1487401224864,700,501.9646356856849,677,3.0912757754522886,0
2970.7999999523163,635.1092553361947,700,505.21238716495935,677,3.2477514792744273,0
2987.0999999046326,639.0021783534299,700,508.49537817838365,677,3.2829910134242937,0
3004.1999999284744,643.0869668029429,700,512.0410943346069,677,3.54571615622325,0
3020.6999999284744,646.938493875702,700,515.4382696987069,677,3.3971753641000078,0
3037.5999999046326,650.9109665018732,700,519.0127068669484,677,3.574437168241502,0
3053.7999999523163,654.7914969975245,700,522.5501715322375,677,3.5374646652891215,0
